formula,gap,2Dpfx,2Dpfy,CBM_GW,CBM,Dgap_gw,Dgap_HSE06,Dgap_WSOC,Dgap,EBE,gp_gw,gp_HSE06,GWSOC,VBM_gw,VBM_HSE06,VBM,VL,CBM_HSE06,Eng
Cr2S3Se1Te1,1.0383725714285714,4.685609222222225,5.579738222222222,-0.1754279722222224,-1.2015399999999987,2.4696899999999977,2.004621666666667,1.1925184333333334,1.0898150000000002,0.8200766666666663,2.3943633333333336,1.7386872222222225,1.059470833333333,-2.7396793333333327,-2.8433387500000014,-2.59568388888889,3.212244095238096,-1.2287058490303333,-38.12456826083246
Mo2O1S1Se3,1.0174747619047613,4.706454666666667,6.475031111111111,0.1616696388888888,-1.2974928571428572,2.5593950000000003,1.8901574999999988,1.197102666666667,1.1743933333333334,1.0357266666666662,2.35897,1.624347777777777,1.1399491666666663,-1.9093706666666657,-2.575037500000001,-2.510272777777775,3.268186190476188,-1.1485112293263104,-47.407459610577206
Mo2O1S2Se2,0.9500176190476174,5.681247333333336,7.177490000000001,0.0934123333333333,-1.1320880952380945,2.627498333333333,1.86694625,1.2722053333333352,1.2012600000000002,1.0224933333333337,2.22405,1.823481666666667,1.227315833333333,-1.9289586666666665,-2.62394125,-2.307384444444444,4.2850866666666665,-1.0588380923699268,-48.87208397965084
Mo2O1S3Se1,1.180391428571428,4.769030222222223,6.4514811111111126,-0.0103097638888888,-1.4412133333333328,2.8402633333333345,2.1144933333333333,1.382915666666667,1.3230350000000002,1.1563583333333332,2.612623333333333,1.927711111111112,1.2727574999999998,-2.278204666666668,-2.7621233333333337,-2.9373400000000003,3.1495404761904755,-1.0048597400100383,-46.31209428767325
Mo2O2S1Se2,1.1573828571428553,5.843642277777778,7.413225333333331,-0.0133646111111111,-1.3160266666666665,2.827541666666668,2.001982500000001,1.5843050000000003,1.530713333333334,1.0915983333333332,2.34428,1.9732338888888887,1.5626,-2.1605806666666667,-2.6833379166666664,-2.49596722222222,4.150444666666667,-0.7573926258872892,-50.28875531576654
Mo2O2S2Se1,1.238449523809522,5.943036055555556,7.422368666666665,-0.0253930138888888,-1.3538695238095242,2.892860000000001,2.139309166666667,1.6035180000000009,1.5075100000000003,1.1046766666666668,2.28613,2.161592777777779,1.5919599999999996,-2.308047333333334,-2.713266666666666,-2.46287222222222,4.152918571428573,-0.874487149602542,-50.35836999839102
Mo2O3S1Se1,1.5544742857142833,4.925998111111113,6.166040555555553,-0.1319449583333334,-3.078068095238098,3.46628111111111,3.201127499999999,2.011175333333333,1.839161666666667,1.5627750000000002,2.8800133333333338,2.914849444444445,1.636933333333333,-3.4581286666666617,-5.067674166666666,-4.9637411111111085,2.73757,-1.1699680092042146,-55.32739483632436
Mo2O1S1Te3,0.845791666666666,5.504279499999996,6.883285833333331,0.2983382083333332,-0.9474161904761906,2.082351666666668,1.60461,1.0909332000000007,1.1234216666666668,0.8994761111111113,1.8864000000000007,1.3463544444444446,0.9283625000000002,-1.2448219999999994,-2.2652608333333344,-1.9213488888888888,3.6514851428571418,-0.6995636889560553,-47.400227821042805
Mo2O1S2Te2,0.9013928571428568,5.691513666666666,7.671331444444443,0.1789864999999999,-1.0025438095238088,2.3031883333333334,1.5827687500000005,1.197079000000001,1.058505,0.9137555555555552,1.9477,1.4338861111111108,1.040463333333333,-1.4975906666666667,-2.51312125,-1.953742222222222,4.165427523809524,-0.9465774784218184,-50.401672406386524
Mo2O1S3Te1,1.0997914285714272,5.09793522222222,6.594425888888889,0.0242991388888888,-1.3344771428571434,2.540518333333333,2.0121591666666663,1.319496666666668,1.350531666666667,1.1388400000000003,2.470393333333333,1.820042777777778,1.1622925000000004,-1.9885893333333329,-2.839455833333333,-2.8157688888888863,3.0965838095238074,-1.023544237515417,-49.27546935256302
Mo2O2S1Te2,1.0237847619047598,6.048223666666666,7.651179777777775,0.0568160694444444,-1.0053599999999985,2.4087183333333324,1.9136716666666669,1.5315536666666671,1.2840466666666666,1.0222433333333327,2.02841,1.56234,1.335868333333333,-1.6706786666666662,-2.6076137500000005,-2.291807222222221,4.052303238095238,-0.6415282993042332,-52.02101878149924
Mo2O2S2Te1,1.1413628571428542,5.78251977777778,7.764688111111106,-0.0349308888888889,-1.226921904761904,2.639183333333334,1.9614008333333344,1.4942863333333334,1.3822083333333337,1.04453,2.11673,1.8168683333333333,1.437100833333333,-1.986954666666668,-2.736874166666665,-2.514060555555552,4.166953523809521,-0.668961911067168,-53.265013720142925
Mo2O3S1Te1,1.4979399999999985,5.129514777777778,6.178511999999998,-0.0286395694444445,-2.592703809523812,3.2354094444444423,3.1279875,1.788931333333334,1.5504883333333337,1.502926666666667,2.7557066666666663,2.847168333333332,1.6339208333333333,-3.0886893333333307,-4.764565416666663,-4.679466666666665,2.722100952380951,-0.657084454921651,-57.813146406803256
Mo2O1Se1Te3,0.8305092857142848,5.289867055555553,6.744313055555555,0.3882703611111111,-0.9291404761904763,2.0375200000000016,1.5038666666666665,1.0715709999999996,1.12246,0.923113333333333,1.855330000000001,1.3661150000000002,0.8672925000000002,-1.1578159999999995,-2.197668333333334,-1.9085494444444444,3.629284190476188,-0.7106875870708623,-45.548780908014606
Mo2O1Se2Te2,0.7747138095238095,5.591318888888889,7.413627666666665,0.3088340277777778,-0.90859619047619,2.154802777777776,1.61803125,1.0888813333333336,1.1074450000000002,0.849032222222222,1.91169,1.3750666666666662,0.8365491666666665,-1.2735999999999996,-2.40478375,-1.6741133333333331,4.022626190476189,-1.1365984123330988,-48.84556515394844
Mo2O1Se3Te1,0.8682513333333332,4.86826311111111,6.611544166666663,0.2772306111111111,-1.1405623809523813,2.29920277777778,1.7465533333333332,1.1049759999999995,1.16489,0.9319316666666664,2.16174,1.4520377777777775,0.9710558333333332,-1.4932159999999992,-2.587892083333333,-2.31961611111111,3.2687760952380915,-1.1203606469795897,-47.30622441664441
Mo2O2Se1Te2,0.9962433333333314,5.978519111111111,7.252208555555557,0.1834368888888888,-0.945815714285713,2.3195849999999982,1.845375,1.5838676666666662,1.452176666666667,0.9547999999999994,1.85808,1.590891666666666,1.2922024999999997,-1.5536466666666668,-2.4760987500000007,-2.2382944444444446,3.971121428571428,-0.6969355011099533,-49.10775341684126
Mo2O2Se2Te1,1.0319609523809508,5.874417222222222,7.345331888888892,0.0881826805555555,-1.1034961904761895,2.4872116666666657,1.9025933333333327,1.4715870000000004,1.4182400000000002,1.0200616666666666,2.0726,1.6371366666666662,1.3796074999999994,-1.7892426666666668,-2.74943,-2.3716561111111094,4.038783714285715,-0.7817764380309608,-50.55769804919219
Mo2O3Se1Te1,1.4975109523809504,4.801108666666665,6.1335525555555535,-0.0107994166666666,-2.455020952380954,3.191702777777776,2.971821666666666,1.7408119999999998,1.5609483333333336,1.4360733333333338,2.712156666666666,2.819889999999999,1.6094308333333331,-2.807780666666667,-4.723719166666664,-4.689308888888888,2.73514238095238,-0.8882141600526026,-54.91222326945467
Mo2S1Se1Te3,0.560914523809524,5.309004166666669,6.026342777777778,0.6830163194444444,-0.681291428571429,1.8340316666666672,1.1287541666666665,0.8650186666666666,0.73179,0.6180999999999996,1.5772900000000003,0.975516666666666,0.6826241666666671,-0.9694940000000002,-1.5765437499999988,-1.368319999999999,3.6893826190476218,-0.6949953004410121,-42.59058889812633
Mo2S1Se2Te2,0.5492447619047622,5.371693166666667,6.749506,0.6037337777777776,-0.7056038095238101,1.880454444444444,1.178639166666667,0.8618519999999996,0.7160276666666667,0.5832866666666663,1.8181500000000008,1.0065366666666664,0.6629275000000001,-1.0445060000000002,-1.7134970833333338,-1.2937427777777768,3.867651714285714,-1.064656201192423,-45.96196349842446
Mo2S1Se3Te1,0.5842052380952379,4.801496833333335,5.954604777777777,0.5434912361111107,-0.7203642857142863,2.014241111111112,1.3248191666666669,0.8527816666666664,0.7659983333333333,0.6521533333333331,2.0433700000000004,1.094390555555556,0.750911666666667,-1.210892,-1.7363858333333329,-1.564247777777778,3.5348891428571467,-1.0722274097833593,-44.55657587414182
Mo2S2Se1Te2,0.6976400952380952,5.335948777777778,6.758829444444447,0.5691441944444442,-0.7221023809523816,1.930562777777776,1.326090833333333,0.9380426666666662,0.8987769999999997,0.5974499999999994,1.86629,1.0886777777777776,0.7321641666666667,-1.0779799999999995,-1.8082008333333337,-1.4806433333333326,3.909432285714288,-1.121251754186328,-44.99109827156219
Mo2S2Se2Te1,0.6822481904761901,5.266496000000001,6.971199888888891,0.4915689027777774,-0.7487028571428578,1.9977327777777787,1.4209341666666668,0.937986333333333,0.8192669999999996,0.6159633333333332,2.02725,1.0913449999999998,0.7587433333333334,-1.275808,-1.9302845833333344,-1.5448561111111132,4.002235714285716,-1.0520818556927811,-45.84740431578787
Mo2S3Se1Te1,0.8178135238095237,4.821804333333335,5.756161333333336,0.4081304444444443,-0.8795223809523811,2.2488516666666643,1.5637762500000003,0.9681923333333328,0.8982983333333334,0.747313333333333,2.296943333333333,1.3925638888888887,0.8705258333333336,-1.616060000000001,-1.943433333333333,-1.880485000000001,3.425686761904763,-0.96513766967743,-43.11716153478214
W2O1S1Se3,1.0509390476190472,5.262687333333333,7.675587999999997,0.9495439305555552,-0.9238704761904772,2.815227777777776,2.003991666666668,1.2884943333333336,1.2869733333333335,0.9961694444444436,2.6149433333333345,1.6184527777777775,1.2467966666666666,-1.638826,-2.149201666666667,-2.0983383333333334,3.544069523809524,-0.1680967612790899,-45.07407916044773
W2O1S2Se2,1.1082052380952372,5.967562333333335,9.127936388888886,0.9262405972222216,-0.5952561904761908,2.873214999999997,1.932542083333333,1.441872,1.296571666666667,0.9288633333333328,2.5016500000000006,1.9158744444444449,1.3531366666666664,-1.7543493333333335,-2.1936391666666664,-1.9061283333333328,4.608977190476198,0.0367114685386825,-46.6152148823851
W2O1S3Se1,1.2678957142857137,5.290363333333331,8.50445555555555,0.8565263888888884,-1.0958095238095242,3.113841666666664,2.2310108333333343,1.5546626666666663,1.6818483333333338,1.059894999999999,2.846156666666667,2.0632344444444453,1.4326808333333327,-2.110164666666668,-2.391800416666667,-2.5222505555555546,3.4622190476190475,-0.1665461848698465,-44.45995814948446
W2O2S1Se2,1.4714261904761894,7.161691000000001,9.567731222222216,0.8034202222222223,-0.7708642857142869,3.0451216666666654,2.207489583333333,1.817775,1.671775000000001,0.9621883333333324,2.5223800000000005,1.990861111111112,1.7888299999999984,-2.009873333333334,-2.2872304166666666,-2.102913333333332,4.580867428571429,-0.3418459581941204,-48.56837900542147
W2O2S2Se1,1.5224057142857137,7.251582,9.688897888888889,0.7150527916666669,-0.799004285714287,3.1090011111111093,2.330225833333333,1.829997333333333,1.645803333333334,0.9659499999999992,2.61293,2.021646111111113,1.821694999999999,-2.1619893333333344,-2.362174166666667,-2.212709999999998,4.569890761904762,-0.287033494533786,-49.05538527000042
W2O3S1Se1,1.8089952380952368,5.705702333333331,7.957735666666663,0.4030943611111115,-2.758984761904765,3.6216983333333337,2.825870000000001,2.089120333333333,2.016033333333333,1.3210099999999998,3.445806666666668,2.8180322222222207,1.97544,-3.413929333333332,-4.151869166666664,-4.264613333333332,3.4294700000000025,-0.7326322266462506,-54.92322991516737
W2O1S1Te3,0.867696904761904,6.018895944444443,7.643274999999999,1.002647680555555,-0.5184421428571432,2.264041666666666,1.4792825000000005,1.1332423333333337,0.959965,0.848761111111111,2.0999400000000006,1.5324105555555556,1.0320075,-0.9944940000000008,-1.648929166666667,-1.6513461111111103,3.862399333333329,0.0230701700559218,-45.23524834817637
W2O1S2Te2,0.9738942857142852,6.381552444444442,9.42566166666666,0.9473873472222224,-0.4034752380952381,2.4188499999999964,1.7503712499999995,1.2802976666666668,1.06285,0.8620483333333332,2.0546999999999995,1.6381261111111107,1.1748066666666666,-1.217311333333334,-1.9143625,-1.57376,4.634680380952384,-0.0952458570754425,-49.099844486133314
W2O1S3Te1,1.1669333333333336,5.181674666666665,8.197858333333327,0.8258968055555556,-1.0759028571428575,2.7446866666666647,2.09047,1.3873556666666664,1.3653716666666664,0.9720933333333324,2.6034966666666675,1.97662,1.332439166666667,-1.7637313333333335,-2.3315295833333347,-2.384163888888888,3.3292304761904727,-0.2306417507304181,-47.85504115370751
W2O2S1Te2,1.2584645238095222,6.906255444444441,9.752802222222211,0.8367278472222222,-0.4726366666666664,2.5912549999999968,2.08334,1.805797999999999,1.5388133333333338,0.847485,1.91786,1.7388416666666664,1.6314483333333332,-1.4065733333333328,-1.8304758333333333,-1.6215083333333336,4.610084571428573,0.0935623618521702,-50.318648710479884
W2O2S2Te1,1.3731314285714271,7.156852555555552,10.102330277777773,0.7717875138888891,-0.7374728571428573,2.832246666666664,2.17669875,1.7589860000000004,1.619063333333334,0.8896583333333329,2.1912899999999995,1.9322566666666663,1.728443333333333,-1.7999846666666657,-2.137460416666666,-2.005542777777777,4.6366872380952415,-0.125102268580782,-52.14306219434155
W2O3S1Te1,1.7201433333333322,6.338507444444444,8.084780555555552,0.4760268333333333,-2.319127142857143,3.3508344444444407,2.545705833333334,1.9144296666666671,1.777476666666667,1.260371666666666,2.99643,2.651283888888888,2.019256666666666,-2.8558633333333328,-4.116069999999998,-4.13756,3.29530619047619,-0.4515977914396396,-57.57253789545891
W2O1Se1Te3,0.85147,5.749080277777779,7.11705722222222,1.0465590138888887,-0.5123564285714289,2.208123333333333,1.4466825000000003,1.1538416666666662,0.9673316666666666,0.8347994444444446,2.0785800000000005,1.4581422222222222,1.0114316666666665,-0.9252740000000004,-1.629901666666667,-1.59600611111111,3.848556476190472,0.0013735433370846,-41.78419780575135
W2O1Se2Te2,0.8392552380952379,6.090598555555555,8.766734277777779,1.0077415555555551,-0.366998095238095,2.332349444444443,1.6416112499999995,1.151085666666667,1.0243833333333334,0.8294794444444443,2.0535,1.4762711111111106,1.0055258333333332,-1.071916,-1.6457462500000006,-1.381949444444445,4.562874190476188,-0.3105585590795284,-45.56877762262246
W2O1Se3Te1,0.9250021428571424,5.095801666666666,7.443048333333334,0.9797103888888884,-0.8011104761904767,2.414882777777778,1.8088025000000003,1.2015140000000004,1.1323550000000002,0.8999566666666662,2.289943333333334,1.5830416666666656,1.0734483333333331,-1.312292,-1.9867479166666675,-1.9557122222222216,3.3874427619047585,-0.2284591231597106,-44.42524639686536
W2O2Se1Te2,1.1763621428571416,6.7500385555555535,9.313332222222217,0.8866183055555551,-0.4379680952380949,2.492611666666664,1.8346400000000005,1.797992999999999,1.6263250000000005,0.8265966666666668,1.8668800000000003,1.6986083333333328,1.5800566666666669,-1.2982506666666669,-1.7593712500000005,-1.564665555555556,4.5877941904761945,-0.144560764700477,-46.13474696780375
W2O2Se2Te1,1.2941604761904757,6.731677999999999,9.692278888888882,0.8456080972222223,-0.6145523809523807,2.6246999999999976,2.0374475000000003,1.7845489999999995,1.6640633333333334,0.8470016666666667,1.97752,1.8129183333333323,1.6371666666666669,-1.4301093333333323,-2.0366862500000007,-1.6606950000000005,4.589323142857147,-0.0225135689430566,-47.53532612290719
W2O3Se1Te1,1.7320804761904756,5.860579833333331,7.798308888888884,0.5507672083333335,-2.15840142857143,3.269808888888885,2.4333558333333336,1.9043186666666672,1.819683333333333,1.226156666666666,2.790356666666668,2.586790555555555,2.026044166666665,-2.490084666666668,-4.130996249999997,-4.07061166666667,3.297974761904761,-0.3053288884124074,-53.79330583964502
W2S1Se1Te3,0.5424392857142859,5.567508722222223,6.139158555555554,1.2190317500000003,-0.5583061904761909,1.8932733333333336,1.0726766666666665,0.794274,0.6542933333333333,0.673450555555556,1.7367399999999995,1.0545594444444444,0.8015378333333334,-0.7880540000000003,-1.2323883333333334,-1.1598155555555545,4.086301619047616,-0.0657091642146181,-40.37657797474935
W2S1Se2Te2,0.578455761904762,5.768639277777781,7.563086333333331,1.1840117083333337,-0.3080171428571426,2.050527777777777,1.0789374999999994,0.8242239999999997,0.6197706666666666,0.62922,1.9357999999999995,1.155721666666666,0.7322019999999999,-0.8912380000000008,-1.27777,-1.06515,4.381854571428572,-0.3209656269422072,-43.89297193197117
W2S1Se3Te1,0.6016580952380951,4.87375011111111,5.937883111111109,1.142857125,-0.6192576190476198,2.187022777777778,1.482734166666667,0.8072526666666671,0.6188666666666665,0.6920811111111109,2.13509,1.222261666666666,0.8375811666666664,-1.055656,-1.437587500000001,-1.4033688888888871,3.7635834285714256,-0.3703162443478511,-42.87282616571667
W2S2Se1Te2,0.7178657619047618,5.7558621666666685,7.646970999999999,1.1259388750000003,-0.3327671428571426,2.097117777777777,1.2402866666666663,0.9322929999999998,0.7253350000000002,0.6297577777777777,2.0322,1.2692305555555543,0.7821316666666667,-0.9481820000000004,-1.376308333333334,-1.193419444444444,4.395450285714285,-0.4186421651145885,-43.36640792346074
W2S2Se2Te1,0.7356355238095239,5.52181766666667,7.469385111111109,1.1109858750000003,-0.4136980952380951,2.2276661111111107,1.4505166666666671,0.933925,0.6915999999999998,0.6661649999999999,2.2002899999999994,1.3580938888888885,0.8338958333333335,-1.0954099999999996,-1.5401787500000004,-1.2847827777777778,4.497264142857145,-0.4757730272653533,-44.196324662250184
W2S3Se1Te1,0.8460659523809528,4.988225777777775,6.412272888888888,1.063951916666667,-0.823973809523811,2.4349300000000005,1.581837500000001,0.9547143333333332,0.7712849999999999,0.7591349999999993,2.3878733333333333,1.582019444444444,1.0218375,-1.367322000000002,-1.6122850000000006,-1.5797161111111109,3.6974320952380944,-0.5016398640220007,-42.19723223492802
Mn2O1S1Se3,1.521440952380953,3.840320833333335,5.256796277777779,-0.6792015138888893,-2.020796666666666,4.042271111111112,2.437453333333333,1.687784666666666,1.7765350000000004,1.1265800000000004,3.463486666666668,2.3197194444444444,1.4167808333333334,-4.333831999999999,-3.365585416666665,-3.1921872222222234,3.1077249999999985,-2.2194538492908764,-40.87461798822033
Mn2O1S2Se2,1.2915809523809527,4.601689222222223,5.5245411111111125,-0.7697377361111113,-1.7760176190476191,3.852553888888891,2.200544999999998,1.502831266666666,1.287345,1.0883883333333335,3.3311966666666666,2.2516349999999994,1.32140125,-4.180403333333333,-3.3958604166666664,-2.9936372222222216,3.561261428571431,-1.7967519414863762,-42.03451379011658
Mn2O1S3Se1,1.671339047619048,3.623365555555557,5.304923333333335,-0.7472876666666671,-1.9892552380952373,3.981381666666667,2.773813333333333,1.8230089333333324,1.9731650000000005,1.1795099999999998,3.3875333333333333,2.768233888888888,1.6452883333333337,-4.483283999999997,-3.7728374999999983,-3.5884377777777794,2.877526666666667,-1.897625254073384,-38.46545082039665
Mn2O2S1Se2,1.3715271428571436,4.205628333333332,5.783538777777778,-0.8870005833333338,-2.0015871428571423,4.061038888888891,2.5309633333333323,1.711235999999999,1.6019583333333336,1.1655933333333337,3.7218466666666665,2.705864444444445,1.7221396666666666,-4.508880666666665,-3.719290416666668,-3.1706355555555543,3.356064761904762,-1.4657935118194447,-43.77079673106181
Mn2O2S2Se1,1.5484766666666678,4.156229722222223,5.681872666666669,-0.8417385138888893,-1.935285714285713,3.999665000000002,2.660522499999999,1.7868989999999998,1.6440500000000002,1.151418333333334,3.708143333333333,2.841853333333333,1.8160363333333327,-4.400988666666663,-3.745842916666668,-3.2113855555555544,3.2509683333333346,-1.5393201192841632,-43.352246457161954
Mn2O3S1Se1,1.847085714285713,3.498143333333334,5.062280999999998,-0.8821052638888893,-3.247355238095238,5.084835555555561,4.0324975,1.9182413333333328,2.2153600000000004,1.4298483333333336,4.670163333333333,4.046241111111111,1.9692116666666653,-6.002782666666664,-6.256630833333338,-5.160557777777772,2.328930000000001,-1.4475739256736633,-46.93310006438146
Mn2O1S1Te3,1.177524047619049,4.876457222222221,6.698725555555556,-0.8154660416666667,-1.5646723809523808,3.305957777777779,1.8090483333333327,1.3608288333333334,1.194516666666666,0.8377555555555558,2.883636666666665,1.57161111111111,1.309798,-3.5939373333333338,-2.9620237500000006,-2.6083511111111104,3.554876666666664,-1.161127297255906,-41.56859048900665
Mn2O1S2Te2,1.220272142857143,4.725809166666667,6.015561500000003,-0.8806149583333337,-1.4808828571428576,3.528846666666666,1.9854650000000005,1.4272598333333326,1.142925,0.8870233333333338,3.0394366666666666,1.7942938888888886,1.3734183333333332,-3.935588666666668,-3.243270833333333,-2.87997611111111,3.5886790476190447,-1.366953616152736,-43.721084686213175
Mn2O1S3Te1,1.682098571428572,3.836703944444444,5.259688333333335,-0.9611049861111112,-1.9302685714285712,3.884439444444447,2.643695,1.737549933333333,1.773655,1.1050316666666664,3.4730833333333337,2.790833333333333,1.5815158333333337,-4.396545999999999,-3.8155875,-3.55128,2.899326666666667,-1.4957100412553284,-41.31337755809437
Mn2O2S1Te2,1.23331,4.594431666666664,6.426301111111113,-1.013795888888889,-1.6614542857142858,3.8899533333333336,2.546005,1.5255688333333326,1.0804300000000002,1.014615,3.206713333333334,2.1064050000000005,1.3578133333333335,-4.282765333333335,-3.384643333333332,-3.002158888888887,3.4045495238095205,-1.165383429354333,-45.27629870658675
Mn2O2S2Te1,1.370754285714286,4.352728055555555,5.843349444444447,-1.108638375,-1.829269523809523,3.876955000000003,2.489745,1.6338695000000003,1.0991983333333333,1.079351666666667,3.606210000000002,2.6272883333333343,1.5771941666666662,-4.466547999999997,-3.667518333333336,-3.153561111111109,3.37810238095238,-1.294451582350579,-46.34065682007096
Mn2O3S1Te1,1.76160238095238,3.786010277777777,5.221016666666666,-1.1568198333333333,-2.87072333333333,5.012856666666671,3.643385833333335,1.8689661666666664,1.608558333333333,1.2539849999999997,4.684236666666666,3.933619999999999,1.997645833333333,-5.966939999999994,-6.170192916666663,-5.217450555555549,2.3539078571428567,-1.3998700123493448,-49.53412079583434
Mn2O1Se1Te3,1.0931252380952383,4.767937499999999,6.715973333333332,-0.6604387777777778,-1.5207890476190489,3.1732522222222226,1.7313883333333329,1.267270833333334,1.120056666666666,0.8413605555555558,2.8268466666666656,1.4618099999999994,1.2781205,-3.463423333333334,-2.8989395833333345,-2.511672222222221,3.536998095238095,-1.1764687982189572,-39.809126681964685
Mn2O1Se2Te2,1.063676761904763,4.734912499999999,6.395732499999999,-0.7073993750000004,-1.424280952380953,3.2170283333333307,1.693956666666667,1.2169141666666663,1.2221083333333331,0.8072061111111113,2.8970366666666654,1.6223649999999994,1.1436129999999998,-3.692762666666668,-3.108593333333334,-2.839866666666666,3.5746369047619035,-1.1116586279188578,-43.106460046948925
Mn2O1Se3Te1,1.4015257142857145,4.015780888888887,5.590389166666667,-0.7240907222222226,-1.8519752380952377,3.610441666666667,2.214815833333334,1.5042279999999997,1.4581183333333334,0.9086566666666664,3.256366666666666,2.061965,1.305585833333333,-4.083035333333333,-3.3428795833333345,-3.1846961111111125,3.125216904761905,-1.5037588969342457,-41.40577235518305
Mn2O2Se1Te2,1.20111,4.601718055555555,6.39304277777778,-0.9192698194444447,-1.540861904761905,3.757112222222221,2.3375200000000005,1.4879404999999994,1.1019333333333337,0.995755,3.154546666666667,1.8988388888888887,1.4635708333333333,-4.176560666666667,-3.4226279166666647,-2.973620555555554,3.404378571428567,-1.0143039756110168,-43.0628430852374
Mn2O2Se2Te1,1.2349671428571434,4.258156666666664,6.230704444444445,-0.9488404861111112,-1.7598466666666663,3.8699905555555567,2.462934999999999,1.547960166666666,1.0696366666666668,1.0792094444444449,3.333456666666668,2.1605772222222224,1.5157116666666668,-4.453684666666666,-3.580377083333336,-3.141198888888888,3.434291619047619,-1.3874753514578546,-44.65729741115452
Mn2O3Se1Te1,1.7551914285714276,3.7567319444444425,5.348842777777777,-1.1046605138888892,-2.834943809523806,5.047284444444449,3.482104166666668,1.804994833333333,1.6844233333333338,1.271653333333333,4.564606666666667,3.796737777777776,1.9853183333333329,-5.953615999999995,-6.17992375,-5.397290555555549,2.381743095238096,-1.616511256577158,-47.11516860601199
Mn2S1Se1Te3,0.8605220476190482,4.72403683333333,5.867714444444443,-0.3636158194444443,-1.3578195238095228,2.534001111111112,1.2148899999999998,1.088166333333334,0.7879033333333334,0.5437333333333332,2.124806666666667,1.1470444444444434,1.0351860000000004,-2.8661353333333324,-2.333618124999999,-2.107210000000001,3.482816904761904,-1.1855396387897827,-37.73007695025691
Mn2S1Se2Te2,0.8194848571428569,4.782507055555553,6.378267444444443,-0.4243091666666667,-1.1573342857142854,2.478717777777778,1.3399083333333326,1.030431333333334,0.8491816666666666,0.5492899999999998,2.230576666666667,1.2267027777777768,0.9566648333333332,-3.175761999999997,-2.4828097916666656,-2.17609388888889,3.580334285714287,-1.3484250439284016,-40.58138139663689
Mn2S1Se3Te1,1.045077285714286,4.008529999999998,5.586067833333334,-0.4524157777777779,-1.5235252380952364,2.770775555555556,1.8308991666666672,1.239230333333333,1.145333333333333,0.6692977777777778,2.503826666666667,1.4082094444444435,1.155309666666667,-3.3690433333333307,-2.653591458333332,-2.4725016666666684,3.3403496190476205,-1.4429537672298562,-38.47633382191137
Mn2S2Se1Te2,0.917715904761905,4.622922666666664,6.290689666666665,-0.4591065277777778,-1.2031823809523807,2.5231172222222216,1.5324649999999995,1.151134833333333,0.9485466666666668,0.5875988888888889,2.431716666666667,1.3292872222222216,1.122648,-3.230661999999997,-2.552440624999999,-2.3144527777777784,3.610164476190479,-1.2945410454009203,-39.58404532358191
Mn2S2Se2Te1,0.9670380476190482,4.693184333333332,6.147397999999998,-0.4701509861111112,-1.312213333333332,2.5949488888888883,1.7292033333333336,1.2196453333333328,0.9952083333333333,0.6537522222222221,2.552216666666667,1.358161666666665,1.1651380000000005,-3.4550813333333315,-2.598030208333333,-2.4329333333333345,3.585289523809524,-1.2631789817585226,-40.11062304618669
Mn2S3Se1Te1,1.3391168571428582,3.895431944444443,5.354376333333335,-0.5115862222222222,-1.5470476190476186,2.980431666666666,2.232870000000001,1.5426979999999992,1.5277870000000002,0.8574983333333336,2.9902300000000004,1.9233811111111097,1.3850546666666663,-3.579584666666663,-3.115125625000001,-2.9425555555555567,3.180084761904764,-1.249612103104375,-36.31828665615885
Tc2O1S1Se3,0.8998766666666659,3.838768333333333,6.380083333333331,-0.4896770138888888,-1.5319871428571432,2.5584888888888875,1.7800333333333345,1.1134503333333334,1.1364,1.0825766666666663,2.4298000000000006,1.6470561111111108,1.0569341666666672,-2.2545479999999976,-2.586661250000001,-2.5711349999999995,3.36880714285714,-1.1868225017705003,-44.349046635838704
Tc2O1S2Se2,0.8512595238095236,4.861401666666665,7.540481388888887,-0.5302552083333332,-1.4547114285714275,2.6323000000000008,1.7214558333333334,1.2089526666666677,1.1689750000000003,1.0462299999999995,2.30404,1.8328733333333336,1.1781225000000002,-2.4101059999999985,-2.570302500000002,-2.4169577777777778,4.1532233333333375,-1.2025547729347688,-46.05014711845761
Tc2O1S3Se1,1.0870147619047612,3.8459987777777775,6.410903888888889,-0.5750605694444442,-1.6514852380952396,2.867825,1.983558333333333,1.3340490000000007,1.5022950000000006,1.19666,2.6565933333333334,1.960276666666668,1.1762450000000009,-2.840783999999997,-2.789565416666668,-2.9084111111111093,3.334708095238093,-1.1491455283181593,-43.02230469843424
Tc2O2S1Se2,1.0958628571428564,4.852638888888887,7.654145888888887,-0.7023935,-1.562342857142857,2.7666066666666698,1.9427283333333336,1.4856846666666668,1.382561666666667,1.0397250000000002,2.1956,1.893915000000001,1.539435,-2.738954,-2.675264583333333,-2.561613888888888,4.064736523809527,-1.3322658070040412,-47.96249382071004
Tc2O2S2Se1,1.1168261904761894,4.906700555555554,7.713249222222222,-0.7508352222222218,-1.635315238095238,2.812630000000003,2.064220833333334,1.485315333333333,1.394346666666667,1.046216666666667,2.1714500000000005,1.9604933333333328,1.518125833333333,-2.908698,-2.685938333333332,-2.619768333333331,4.103128571428574,-1.3827180213795909,-47.889810145109394
