formula,gap,2Dpfx,2Dpfy,CBM_GW,CBM,Dgap_gw,Dgap_HSE06,Dgap_WSOC,Dgap,EBE,gp_gw,gp_HSE06,GWSOC,VBM_gw,VBM_HSE06,VBM,VL,CBM_HSE06,Eng
TcSe,0.5954698095238097,6.76220827777778,5.720253111111107,-0.2521812083333332,-0.1915623809523809,2.494526666666669,0.8911345833333337,0.7920802666666673,0.8359853333333332,0.9167783333333333,2.277200000000001,0.9182977777777772,0.7774956666666665,-3.1010260000000005,-0.5391425000000002,-0.4949244444444444,4.237159142857138,-0.38638312018499,8.291679278225963
TcTe,0.5401319999999998,7.116314944444445,6.354224388888888,-0.1254630555555555,-0.0295804761904762,2.5250816666666704,0.8102612500000003,0.7190669333333337,0.7907556666666664,0.625903333333333,2.076940000000001,0.923971944444444,0.7882501666666666,-2.893983333333333,-0.1912820833333333,-0.4239494444444442,4.39754119047619,-0.6363400908153889,11.738724239095077
ReO,0.9079889523809508,7.540708499999997,6.8361554444444455,-0.0449800833333333,-0.4257580952380956,3.5973494444444465,1.5226587500000002,1.335461233333333,1.0680308333333333,1.4284733333333337,2.922253333333333,0.8908325,1.1521036666666662,-3.9570566666666624,-0.9043883333333332,-0.8217483333333327,4.1590411428571405,-0.1998864951015181,5.450983613554634
ReS,0.6671622857142849,7.508502611111114,6.266305444444444,-0.0652027222222221,0.3162057142857145,2.451991111111109,0.91428,0.9949478666666672,0.9455606666666668,0.983428333333333,2.2773000000000003,0.9779902777777776,0.9097204999999996,-3.235444666666669,-0.3468070833333332,-0.3410027777777776,4.563626190476187,0.1262443140608568,5.656962461492597
ReSe,0.6048631904761901,7.709254944444444,6.164993333333332,0.0671150833333333,0.4063838095238097,2.478200555555556,0.8940341666666667,0.8533731000000006,0.7459273333333333,0.8752183333333328,2.178573333333333,0.9286488888888887,0.8101989999999998,-3.009138666666669,-0.1232704166666666,-0.1579805555555556,4.759972809523806,0.3021183554573577,10.851469616871647
ReTe,0.5273257142857142,7.829430111111113,6.68518588888889,0.3017779027777777,0.4317504761904762,2.205446111111114,0.7894720833333332,0.7167465000000004,0.6948683333333332,0.6247016666666662,1.8697333333333328,0.8523658333333332,0.7794939999999998,-2.732044666666666,0.02672875,-0.10904,4.848957190476192,0.0491454258614577,13.497069648580286
FeO,1.1894271428571432,5.836343,5.510212666666666,-0.862264111111111,-2.0396028571428566,4.418555555555557,2.492943333333333,1.6133798000000004,1.062231666666667,1.6653566666666668,4.01064,1.894488888888889,1.362991,-4.886671333333328,-3.7998808333333343,-3.1736772222222185,2.1273085714285696,-2.231622078978741,4.567570522494293
FeS,1.123812095238096,6.563157833333333,5.929501833333332,-0.7787707361111113,-1.0732476190476188,3.6563472222222217,1.6475412500000004,1.2547901333333336,1.213546,1.081675,3.2097000000000007,1.6503405555555557,1.107352833333334,-3.9072673333333294,-2.925527916666667,-2.4444866666666654,2.36137761904762,-0.7948097475382909,7.041013394207319
FeSe,0.9338688571428564,6.603372944444445,5.681196499999996,-0.7473514444444443,-0.9117490476190474,3.3097700000000003,1.502377916666667,1.059273133333334,1.1297809999999997,0.9468266666666656,2.768330000000001,1.5262638888888898,0.9657271666666672,-3.6381866666666647,-2.591565833333332,-2.1482711111111104,2.3921138095238086,-1.0386871760154,9.789222308334324
FeTe,0.7585611904761896,7.087078944444449,6.150173444444443,-0.6949346944444443,-0.7672861904761901,2.7450588888888925,1.2279983333333329,0.9222294666666668,0.8711153333333332,0.6589283333333333,2.4303300000000005,1.256882777777778,0.9761864166666668,-3.256420666666665,-2.236377083333334,-1.7758349999999996,2.473910619047617,-1.1129591973820914,9.34821665591629
RuO,0.8244980952380947,6.728061499999999,5.727948944444444,-0.8312064861111108,-1.4399385714285708,3.6119022222222257,1.4732979166666669,1.1346462333333338,0.8110713333333333,1.280708333333333,3.190916666666668,0.873198611111111,0.9503014999999996,-4.039893333333332,-2.251394999999999,-1.9688061111111128,3.575804952380952,-1.850373789783445,9.280809324069587
RuS,0.7276209047619037,6.831800222222219,5.692498777777773,-0.628688,-0.4742552380952377,2.456097222222224,1.16098125,0.9411401666666676,0.8086563333333332,0.8789616666666664,2.428080000000001,1.0424688888888891,0.9206411666666666,-3.360701333333332,-1.3040879166666668,-1.1845633333333323,3.805693619047618,-0.6517515140334191,10.319678582310061
RuSe,0.6378620476190467,7.009275999999998,5.807592555555551,-0.480541291666667,-0.3082828571428572,2.350999444444445,1.0449595833333334,0.8475166666666677,0.8846433333333331,0.8225816666666665,2.1792800000000003,1.0320941666666663,0.8614994999999999,-3.1919559999999985,-0.9772970833333328,-0.9264527777777776,4.005146047619045,-0.4073990719934242,13.659888359202156
RuTe,0.5912248095238091,7.48747077777778,6.437573777777776,-0.4631797916666669,-0.3457552380952379,2.335500555555559,0.9715579166666666,0.7706767666666675,0.7880343333333332,0.6174633333333334,2.03711,0.9826983333333332,0.8573389999999997,-3.0206733333333315,-0.8147183333333332,-0.8865750000000004,4.099324238095237,-0.5878743496009883,16.084488670899283
OsO,0.845153285714285,7.809058333333334,6.769247555555556,-0.3969519583333335,-0.7577923809523812,3.499550000000001,1.6880350000000004,1.1878891333333328,0.9685149999999996,1.0679783333333328,2.927703333333334,1.015914722222223,1.1285026666666669,-4.020551999999999,-1.602868749999999,-1.230246111111111,4.199075428571428,-1.3870815425800682,8.26278180450786
OsS,0.7165475238095231,7.373470444444445,6.100833666666666,-0.2024479861111111,0.0875319047619047,2.381454444444444,1.0718754166666669,0.9425116333333334,0.9572693333333332,0.8315249999999995,2.19666,1.167817222222222,1.001122,-3.2638353333333323,-0.9268050000000004,-0.7322972222222229,4.536114809523805,-0.1564382363793001,6.100308420730798
OsSe,0.6309142857142851,7.569323833333333,5.872066444444443,-0.1058847499999999,0.1174347619047618,2.313095,0.90350625,0.8980214000000001,0.8397143333333332,0.7890649999999997,2.104943333333334,1.0288772222222222,0.8571064999999998,-3.0715086666666647,-0.6763425,-0.5693888888888888,4.670736857142857,-0.3089719013024094,12.44026657400623
OsTe,0.6072741428571424,7.7764521111111105,6.544046055555552,-0.0822247222222221,0.0460242857142856,2.1003955555555565,0.9449804166666668,0.8380667333333337,0.8015670000000001,0.589803333333333,1.9201333333333328,0.9822397222222214,0.8713389999999994,-2.9031466666666663,-0.5503529166666665,-0.5752966666666665,4.703090380952384,-0.2400104571495464,14.771482021343424
CoO,1.2471280952380948,6.105050333333332,5.548301388888889,-0.741267013888888,-2.3074504761904726,4.514931666666669,2.5112749999999995,1.5611005666666655,1.027815,1.7702783333333327,4.207086666666666,1.951856666666668,1.3415801666666665,-4.833218666666664,-3.8662341666666658,-3.3109694444444413,2.0843785714285707,-2.380586777497215,4.5226409121016005
CoS,1.230383380952381,6.518919055555555,5.834949722222218,-0.8250373749999995,-1.6023566666666664,3.77762388888889,2.0196766666666672,1.4249830000000003,1.3417776666666663,1.1386516666666668,3.3701133333333337,1.8644811111111104,1.2418245000000008,-4.083634666666666,-2.963199999999999,-2.6714922222222213,2.295170904761907,-0.8610745060488696,7.5627253465325595
CoSe,1.0111229999999998,6.415520166666667,5.9868280555555495,-0.8653199861111104,-1.480691904761906,3.38258777777778,1.8187958333333336,1.2271943,1.2712613333333331,0.9935349999999996,3.045936666666668,1.658396944444445,1.1339288333333342,-3.787385333333333,-2.7120195833333325,-2.328268888888888,2.323890333333332,-1.031685141240429,10.36703681195516
CoTe,0.86954319047619,7.344809944444444,6.427063333333329,-0.8618433888888881,-1.368941904761907,2.7840988888888933,1.4279158333333328,1.040869833333334,0.9705778333333336,0.6999416666666667,2.6732566666666675,1.36198,1.0732987500000002,-3.4194953333333302,-2.5420075000000004,-2.0479983333333345,2.3977740476190474,-1.2996254148116988,10.531134466056713
RhO,0.9263495238095232,6.824325111111112,5.507129555555555,-1.0691549861111107,-2.0763233333333333,3.912749444444449,1.7517283333333338,1.3297178333333333,1.011225,1.482846666666666,3.7549166666666673,1.3527522222222228,1.0840641666666666,-4.420527333333332,-3.562662500000002,-2.7538899999999984,2.896188380952378,-2.4237999785829025,14.526364643768687
RhS,0.8671972380952371,6.931758777777777,5.67139094444444,-0.8364878055555556,-1.3906661904761906,2.7342133333333347,1.5519349999999996,1.0446964000000007,1.0663858333333334,0.984608333333334,2.600946666666667,1.3291077777777782,1.0672051666666669,-3.8128953333333313,-2.4298254166666675,-1.9163205555555551,3.206877380952382,-1.0718584459474734,13.791001595151478
RhSe,0.7640078571428558,7.051377444444445,5.923444499999999,-0.7640616111111111,-1.2166000000000006,2.624801666666668,1.3114487499999994,0.972720833333334,1.126062,0.8798533333333338,2.490516666666668,1.2152411111111112,1.0408415000000004,-3.566073333333332,-2.2093687500000008,-1.751228888888887,3.197909619047619,-0.987822349612634,15.598143766352088
RhTe,0.6769221904761897,7.431435388888891,6.83058322222222,-0.8649169583333329,-1.1962266666666672,2.5282927777777826,1.1122670833333332,0.891739333333334,0.9996641666666666,0.7249966666666668,2.4062433333333346,1.128985833333333,0.999931916666667,-3.338616666666665,-2.1009308333333343,-1.511908888888887,3.215490380952381,-1.0402093670992565,16.463708614897804
IrO,0.8618626666666663,6.88646822222222,6.477068444444443,-0.9493762638888884,-1.5891409523809503,3.5413650000000008,1.8345654166666672,1.2063729,0.8932433333333334,1.101485,3.4105033333333328,1.2467772222222215,1.1210806666666664,-4.154833999999999,-2.75763125,-2.175963333333333,3.685003142857144,-1.9835427460138848,13.089053214740872
IrS,0.7428172380952377,7.188352166666664,5.688989833333329,-0.826091486111111,-1.3015038095238116,2.429802222222221,1.2961970833333334,1.0136514333333344,0.9526951666666666,0.915506666666667,2.6014700000000004,1.290508888888889,0.9392955,-3.470344666666665,-1.6480237500000008,-1.564921666666666,4.020088333333332,-1.1429170455158926,5.7310295841799
