Formula,Area of unit-cell
Sr2F2I2,17.91
Sr2H8O6,25.068
Sr2I2,28.808
Sr2N,12.949
Sr2O12P4,48.934
SrBr2,20.116666666666667
SrCl2,18.778000000000002
SrF2,17.633
SrF2O2,15.204
SrH2O2,13.302
SrH2S2,19.196
SrI2,22.167333333333332
SrSe2,12.93
SrTa2O7,15.729
SrTe2,13.895
Ta2BO2,8.626
Ta2BS2,9.589
Ta2BSe2,9.932
Ta2Br2,12.658
Ta2Br2N2,14.648
Ta2Br2O2,13.416
Ta2Br2S2,16.482
Ta2Br2Se2,17.394
Ta2Br4,21.529
Ta2Br6,32.697
Ta2C,8.247
Ta2CF2,8.866
Ta2CH2O2,8.871
Ta2CO2,8.501
Ta2CS2,9.352
Ta2CSe2,9.62
Ta2Cl2,11.896
Ta2Cl2N2,14.047
Ta2Cl2O2,12.72
Ta2Cl2S2,16.113
Ta2Cl2Se2,16.973
Ta2Cl6,28.847
Ta2F2,10.818999999999999
Ta2F2N,7.133
Ta2H2NO2,7.438
Ta2I2,12.935
Ta2I2N2,15.246
Ta2I2O2,14.321
Ta2I2S2,17.172
Ta2I2Se2,18.153
Ta2I4,24.457
Ta2I4O2,29.415
Ta2I6,39.316
Ta2N,8.271
Ta2NO2,8.523
Ta2NS2,9.505
Ta2NSe2,9.858
Ta2O2,12.547333333333333
Ta2O4,16.379
Ta2O6,12.075
Ta2P2S6,34.982
Ta2P2Se6,36.378
Ta2P2Te6,40.397
Ta2S2,12.245000000000001
Ta2S6,16.76
Ta2Se2,12.459
Ta2Se6,18.827
Ta2Te2,13.93975
Ta2Te4,51.078
Ta2Te6,22.228
Ta3C2,8.582
Ta3C2F2,8.684
Ta3C2H2O2,8.492
Ta3C2O2,8.487
Ta3F2N2,7.311
Ta3H2N2O2,7.47
Ta3I7Se,50.582
Ta3I7Te,51.174
Ta3N2,7.445
Ta3N2O2,8.088
Ta4C3,8.42
Ta4C3F2,8.611
Ta4C3H2O2,8.643
Ta4C3O2,8.582
Ta4F2N3,8.953
Ta4H2N3O2,8.932
Ta4N3,8.514
Ta4N3O2,8.612
Ta4O8,32.901
Ta4Se12,43.166
Ta4Se2,11.507
Ta4Te6,35.707
Ta6Si2Te12,74.03
TaAs2,8.8185
TaAsSb,9.975999999999999
TaBr2,9.878
TaBrCl,9.062999999999999
TaBrI,10.4115
TaCl2,8.908666666666667
TaClI,9.993500000000001
TaF2,7.604
TaH2,7.105
TaI2,11.850999999999999
TaO2,9.694666666666667
TaS2,11.061666666666667
TaSSe,10.1595
TaSTe,10.793500000000002
TaSb2,9.152000000000001
TaSe2,11.871333333333332
TaSeTe,11.175
TaTe2,13.42
Te2,19.6125
Ti2BO2,7.917
Ti2BS2,9.294
Ti2BSe2,9.227
Ti2Br2,13.8045
Ti2Br2N2,13.327
Ti2Br2O2,13.651
Ti2Br2S2,17.002
Ti2Br2Se2,18.279
Ti2Br6,37.325
Ti2CF2,8.047
Ti2CH2O2,8.175
Ti2CO2,7.962
Ti2CS2,8.868
Ti2CSe2,9.093
Ti2Cl2,13.192
Ti2Cl2N2,12.952
Ti2Cl2O2,13.121
Ti2Cl2S2,16.583
Ti2Cl2Se2,17.819
Ti2Cl4,19.216
Ti2Cl6,32.9845
Ti2F2,9.7675
Ti2F2N,8.043
Ti2H2NO2,8.107
Ti2I2,14.815999999999999
Ti2I2N2,14.037
Ti2I2O2,14.631
Ti2I2S2,17.728
Ti2I2Se2,19.022
Ti2I4,25.019
Ti2I6,44.318
Ti2N,7.686
Ti2NO2,7.797
Ti2NS2,8.757
Ti2NSe2,9.061
Ti2O2,12.888666666666666
Ti2O4,15.551
Ti2O6,11.821
Ti2P2S6,30.656
Ti2P2Se6,34.834
Ti2P2Te6,40.734
Ti2PTe2,11.468
Ti2S2,12.962200000000001
Ti2S6,17.199
Ti2Se2,13.5882
Ti2Se6,19.058
Ti2Te2,14.406
Ti2Te6,22.22
Ti2Zr2S8,41.657
Ti2Zr2Se8,44.976
Ti2Zr2Te8,50.893
Ti3B2F2O2,10.624
Ti3B2F2S2,10.647
Ti3B2F2Se2,12.23
Ti3B2H2O2,8.612
Ti3B2H2S2,10.572
Ti3B2H2Se2,11.071
Ti3C2,8.316
Ti3C2F2,8.16
Ti3C2H2O2,8.251
Ti3C2H2S2,9.222
Ti3C2H2Se2,9.547
Ti3C2O2,7.993
Ti3F2N2,7.705
Ti3H2N2O2,7.736
Ti3H2N2S2,8.565
Ti3H2N2Se2,8.801
Ti3N2,7.866
Ti3N2O2,7.712
Ti3ZrS8,40.222
Ti3ZrSe8,43.63
Ti3ZrTe8,49.645
Ti4Br4O4,33.837
Ti4Br4S4,40.709
Ti4Br4Se4,42.793
Ti4C3,8.309
Ti4C3F2,8.209
Ti4C3H2O2,8.275
Ti4C3O2,8.021
Ti4Cl4O4,32.596
Ti4Cl4S4,38.809
Ti4Cl4Se4,40.63
Ti4F2N3,7.876
Ti4H2N3O2,7.924
Ti4I4O4,35.597
Ti4I4S4,43.462
Ti4I4Se4,45.871
Ti4N3,7.721
Ti4N3O2,7.81
Ti4O8,24.734
TiAs2,7.5075
TiAsSb,9.097000000000001
TiBr2,12.009
TiBrCl,10.0125
TiBrI,12.3545
TiCl2,10.221
TiClI,11.8355
TiF2,7.464
TiH2,6.742
TiH2O2,7.394
TiI2,14.360999999999999
TiO2,8.389333333333333
TiS2,11.1
TiSSe,10.303
TiSTe,11.0235
TiSb2,8.905
TiSe2,12.022666666666666
TiSeTe,11.4155
TiTe2,13.744
TiZr3S8,42.891
TiZr3Se8,46.235
TiZr3Te8,52.107
Tl2Br2,32.7785
Tl2Br2N2,15.849
Tl2Br2O2,16.247
Tl2Br4,34.157
Tl2Br6,45.514
Tl2Cl2,30.7845
Tl2Cl2N2,15.541
Tl2Cl2O2,15.953
Tl2Cl4,33.005
Tl2Cl6,41.734
Tl2I2,35.7945
Tl2I2N2,16.52
Tl2I2O2,16.894
Tl2I2S2,21.331
Tl2I6,51.498
Tl2O2,17.2185
Tl2O6Sb2,24.989
Tl2P2S6,39.511
Tl2P2Se6,43.179
Tl2P2Te6,49.387
Tl2S2,18.38925
Tl2S4,39.991
Tl2Se2,21.3885
Tl2Se4,41.789
Tl2Te2,24.18375
Tl2Te4,42.45
TlBr2,18.648
TlCl2,17.665
TlF2,15.869
TlH2O2,13.147
TlI2,20.19366666666667
TlS2,14.146
TlSe2,15.035
TlTe2,16.992
V2BO2,7.405
V2BS2,8.395
V2BSe2,8.794
V2Br2,12.8885
V2Br2N2,12.945
V2Br2O2,13.111
V2Br2Se2,17.983
V2Br6,39.551
V2C,7.299
V2CF2,7.723
V2CH2O2,7.843
V2CO2,7.316
V2CS2,8.139
V2CSe2,8.493
V2Cl2,12.3525
V2Cl2N2,12.555
V2Cl2O2,12.709
V2Cl2Se2,17.463
V2Cl4,18.513
V2Cl6,35.143
V2F2,8.828
V2F2O7Te2,36.64
V2F8,26.656
V2H2NO2,8.092
V2H2O5,17.636
V2H4O10Se2,39.924
V2I2,13.899000000000001
V2I2N2,13.443
V2I2Se2,19.067
V2I6,45.5275
V2N,7.301
V2NS2,8.214
V2NSe2,8.521
V2O10P2,38.963
V2O2,12.4145
V2O4,14.629
V2O5,16.202
V2O6,10.739
V2P2S6,30.678
V2S2,11.6194
V2S4,35.211
V2S6,15.82
V2Se2,12.331
V2Se4,40.044
V2Se6,17.651
V2Te2,13.584800000000001
V2Te4,47.592
V2Te6,21.935
V3B2F2S2,9.413
V3B2F2Se2,9.802
V3B2H2O2,8.247
V3B2H2S2,9.494
V3B2H2Se2,9.918
V3C2,7.644
V3C2F2,7.688
V3C2F2Se2,8.468
V3C2H2O2,7.762
V3C2H2S2,8.611
V3C2H2Se2,8.64
V3C2O2,7.403
V3F2N2,6.71
V3H2N2O2,6.896
V3H2N2S2,8.742
V3N2,6.716
V3N2O2,7.184
V3Te6,33.092
V4C3,7.405
V4C3F2,7.517
V4C3H2O2,7.591
V4C3O2,7.405
V4F12O4,44.491
V4F2N3,7.764
V4H2N3O2,7.784
V4N3,7.452
V4N3O2,7.405
V4O10,33.980666666666664
V4O8,21.24
VAs2,7.5085
VAsSb,9.1135
VBr2,12.459333333333333
VBr2O,13.658999999999999
VBrCl,10.910499999999999
VBrI,13.219
VC4FH4O6,30.175
VCl2,11.067
VCl2O,12.9495
VClI,12.016
VF2,6.703
VH2,5.864
VI2,15.269333333333334
VO2,7.839333333333333
VS2,10.174999999999999
VSSe,9.2695
VSTe,10.225999999999999
VSb2,8.926
VSe2,11.157666666666666
VSeTe,10.521
VTe2,12.979666666666667
W2BO2,8.259
W2BS2,9.198
W2BSe2,9.502
W2Br2,11.2725
W2Br2N2,13.019
W2Br2O2,12.534
W2Br2S2,14.63
W2Br2Se2,15.759
W2Br6,30.294
W2C,7.14
W2CF2,7.016
W2CH2O2,7.359
W2CO2,8.376
W2CS2,9.289
W2CSe2,9.735
W2Cl2,10.803
W2Cl2N2,12.594
W2Cl2O2,12.149
W2Cl2S2,14.218
W2Cl2Se2,15.332
W2Cl4,16.821
W2Cl4O4,30.322
W2Cl6,26.5885
W2F2,10.234
W2F2N,6.646
W2H2NO2,6.854
W2H4O8,28.125
W2H6,9.326
W2H8,9.494
W2I2,12.1515
W2I2N2,13.775
W2I2O2,13.273
W2I2S2,18.778
W2I2Se2,16.639
W2I6,40.795
W2N,6.679
W2N3,7.318
W2NO2,6.94
W2NS2,9.628
W2NSe2,9.904
W2O12Sb4,28.576
W2O2,11.110333333333335
W2O4,14.874
W2P2S6,32.564
W2P2Se6,35.605
W2P2Te6,40.302
W2S2,11.3712
W2S4,27.6945
W2S6,15.928
W2Se2,11.8202
W2Se4,30.578
W2Te2,13.995600000000001
W2Te4,35.219
W2Te6,23.376
W3C2,7.248
W3C2F2,7.166
W3C2H2O2,7.314
W3C2O2,7.563
W3F2N2,6.821
W3H2N2O2,6.968
W3N2,6.831
W3N2O2,6.874
W4C3,8.208
W4C3F2,8.632
W4C3H2O2,8.662
W4C3O2,8.456
W4F2N3,9.239
W4H2N3O2,9.309
W4N3,9.031
W4N3O2,8.98
WAs2,8.2005
WAsSb,8.8415
WBr2,9.524
WBrCl,8.702
WBrI,10.032499999999999
WCl2,8.537333333333335
WClI,9.537500000000001
WF2,7.256
WH2,6.595
WI2,11.553333333333333
WO2,9.189
WOS,7.819
WOSe,8.154
WOTe,8.774
WS2,10.034666666666666
WSSe,9.1395
WSTe,9.681999999999999
WSb2,9.256499999999999
WSe2,10.731666666666667
WSeTe,10.07
WTe2,12.278666666666666
Y2Br2,20.31
Y2Br4,26.413
Y2Br6,47.5185
Y2C,10.875
Y2CF2,10.968
Y2CH2O2,11.12
Y2CO2,11.002
Y2Cl2,16.0915
Y2Cl2O2,12.547
Y2Cl2O4,22.549
Y2Cl4,24.469
Y2Cl6,43.479
Y2F2,20.336
Y2F2N,10.283
Y2H2NO2,10.514
Y2I2,17.235
Y2I4,29.938
Y2I6,54.022
Y2N,10.234
Y2NO2,10.817
Y2Te6,18.761
Y3C2,11.316
Y3C2F2,10.777
Y3C2H2O2,10.918
Y3C2O2,12.392
Y3F2N2,10.353
Y3H2N2O2,10.449
Y3N2,10.497
Y3N2O2,10.809
Y4C3,11.452
Y4C3F2,10.964
Y4C3H2O2,11.048
Y4C3O2,11.032
Y4F2N3,10.407
Y4H2N3O2,10.49
Y4N3,10.417
Y4N3O2,10.684
YBr2,13.651000000000002
YCl2,12.635
YF2,11.501
YI2,15.586
YS2,18.274
YSe2,16.673
YTe2,17.638
Zn2As4O8,23.779
Zn2Br2,13.3765
Zn2Cl2,12.513
Zn2Cl4O6Sb4,36.553
Zn2F2,11.2035
Zn2Ge2O6,22.424
Zn2H4O8Se2,28.048
Zn2H8N4Te2,28.943
Zn2I2,15.832
Zn2O6Si2,20.459
Zn2P2S6,31.305
Zn2P2Se6,34.919
Zn2P2Te6,40.931
Zn2S2,18.182
Zn2S4,32.018
Zn2Se2,18.887333333333334
Zn2Se4,34.41
Zn2Te2,22.9695
Zn2Te4,41.445
Zn4Br4O4,38.116
Zn4Cl4O4,36.904
ZnB2C8N8,47.719
ZnBr2,13.230666666666666
ZnC4N6,58.795
ZnCl2,11.863
ZnF2,11.17
ZnH2O2,9.068
ZnI2,15.447666666666668
ZnS2,8.905
ZnSe2,9.869
ZnTe2,11.926
Zr2BO2,9.473
Zr2BS2,10.831
Zr2BSe2,10.995
Zr2Br2,13.464749999999999
Zr2Br2N2,13.24
Zr2Br2O2,15.596
Zr2Br2S2,18.877
Zr2Br2Se2,19.915
Zr2Br4,22.71
Zr2Br6,37.488
Zr2CF2,9.356
Zr2CH2O2,9.495
Zr2CO2,9.433
Zr2CS2,10.436
Zr2CSe2,10.544
Zr2Cl2,12.849499999999999
Zr2Cl2N2,12.9865
Zr2Cl2O2,14.975
Zr2Cl2S2,18.463
Zr2Cl2Se2,19.512
Zr2Cl4,20.765
Zr2Cl6,33.8925
Zr2F2,11.8865
Zr2F2N,9.286
Zr2Ge2Te8,44.634
Zr2H2NO2,9.286
Zr2I2,17.34
Zr2I2N2,13.7715
Zr2I2O2,16.657
Zr2I2S2,19.55
Zr2I2Se2,20.666
Zr2I4,26.075
Zr2I6,43.742000000000004
Zr2N,9.056
Zr2NO2,9.16
Zr2NS2,10.205
Zr2NSe2,10.473
Zr2O2,15.154333333333334
Zr2O6,13.329
Zr2P2S6,38.671
Zr2P2Se6,41.058
Zr2P2Te6,44.236
Zr2PTe2,12.729
Zr2S2,14.816999999999998
Zr2S6,18.927
Zr2Se2,15.306799999999999
Zr2Se6,20.681
Zr2Si2Te2,13.528
Zr2Te10,55.788
Zr2Te2,16.3174
Zr2Te6,23.553
Zr3B2F2O2,12.076
Zr3B2F2S2,15.95
Zr3B2F2Se2,12.667
Zr3B2H2O2,10.025
Zr3B2H2S2,11.063
Zr3B2H2Se2,12.516
Zr3C2,9.641
Zr3C2F2,9.55
Zr3C2F2O2,11.711
Zr3C2F2S2,10.331
Zr3C2F2Se2,10.608
Zr3C2H2O2,9.612
Zr3C2H2S2,10.446
Zr3C2H2Se2,10.704
Zr3C2O2,9.411
Zr3F2N2,8.785
Zr3F2N2O2,10.478
Zr3H2N2O2,8.888
Zr3H2N2S2,9.634
Zr3H2N2Se2,9.946
Zr3N2,8.796
Zr3N2O2,9.078
Zr4Br4O4,38.503
Zr4Br4S4,44.83
Zr4Br4Se4,46.609
Zr4C3,9.666
Zr4C3F2,9.62
Zr4C3H2O2,9.659
Zr4C3O2,9.467
Zr4Cl4O4,37.427
Zr4Cl4S4,43.162
Zr4Cl4Se4,44.74
Zr4F2N3,9.15
Zr4H2N3O2,9.158
Zr4I4O4,40.142
Zr4I4S4,47.333
Zr4I4Se4,49.344
Zr4N3,9.016
Zr4N3O2,9.137
ZrAs2,9.907499999999999
ZrAsSb,11.027999999999999
ZrBr2,11.181
ZrBrCl,10.3265
ZrBrI,11.698
ZrCl2,10.159666666666666
ZrClI,11.282
ZrF2,8.52
ZrH2,8.276
ZrH2O2,11.35
ZrH2O6P2,26.154
ZrI2,13.406
ZrO2,9.963
ZrS2,12.705
ZrSSe,11.775500000000001
ZrSTe,12.4015
ZrSb2,9.3265
ZrSe2,13.547000000000002
ZrSeTe,12.817499999999999
ZrTe2,15.170333333333332
