Formula,"Valence band effective mass, direction 2"
TiBrCl,-0.623
TiBrI,-0.587
TiCl2,-0.611
TiClI,-0.713
TiI2,-0.498
TiO2,-1.8876666666666668
TiS2,-0.5183333333333334
TiSSe,-1.117
TiSTe,-0.956
TiSe2,-1.495
TiSeTe,-0.962
TiTe2,1.406
TiZr3S8,10.742
TiZr3Se8,-0.51
TiZr3Te8,-1.093
Tl2Br2,-14.36
Tl2Br2O2,-2.582
Tl2Br6,-1.576
Tl2Cl2,-0.884
Tl2Cl2O2,-0.806
Tl2Cl4,-0.646
Tl2Cl6,-5.569
Tl2I2,1.3405
Tl2I2O2,-0.453
Tl2I2S2,-0.277
Tl2I6,-0.756
Tl2O6Sb2,-1.934
Tl2S2,-2.5715
Tl2Se2,-1.593
Tl2Te2,-0.973
V2Br6,-0.183
V2Cl6,-0.339
V2F2,-3.36
V2F2O7Te2,-3.728
V2F8,-2.412
V2H4O10Se2,-1.541
V2I2,-1.015
V2I6,-0.134
V2O10P2,-1.71
V2O5,-0.506
V2S2,5.578
V2Se2,1.16
V2Te2,0.318
V4F12O4,-7.852
V4O10,-2.764
V4O8,-1.164
VBr2,-3.75
VBr2O,-2.612
VBrCl,-5.565
VBrI,-3.434
VCl2,-2.924
VCl2O,-4.615
VClI,-3.453
VI2,-2.099
VS2,-3.189
VSSe,-3.564
VSe2,-0.857
VSeTe,-4.094
VTe2,-0.5489999999999999
W2Br6,-0.164
W2Cl4O4,-0.964
W2Cl6,-0.599
W2H4O8,-1.091
W2I6,-0.8165
W2O12Sb4,-1.547
W2O2,-0.336
W2P2S6,-0.609
W2Se4,-0.482
WO2,-0.829
WOS,-1.475
WOSe,14.31
WOTe,-1.783
WS2,-0.336
WSSe,-0.368
WSTe,-2.7035
WSe2,-0.352
WSeTe,-0.404
WTe2,-0.289
Y2Br6,-1.0350000000000001
Y2CF2,-0.886
Y2CH2O2,-0.618
Y2Cl2O2,-1.488
Y2Cl2O4,-1.268
Y2Cl6,-1.2894999999999999
Y2F2,0.035
Y2I6,-1.068
Y3N2O2,-1.686
YBr2,-3.966
YCl2,-2.063
YI2,-2.511
Zn2As4O8,-1.798
Zn2Ge2O6,-0.612
Zn2H4O8Se2,6.353
Zn2H8N4Te2,-0.292
Zn2I2,-1.978
Zn2O6Si2,-1.327
Zn2P2S6,-0.507
Zn2P2Se6,-0.415
Zn2P2Te6,-0.143
Zn2S2,-0.356
Zn2S4,-0.458
Zn2Se2,-0.388
Zn2Se4,-0.804
Zn2Te2,-0.19
Zn2Te4,-0.722
Zn4Cl4O4,-1.396
ZnBr2,-0.7586666666666666
ZnC4N6,-4.309
ZnCl2,-2.746
ZnF2,-3.121
ZnH2O2,-1.323
ZnI2,-0.49666666666666665
Zr2Br2,-0.13
Zr2Br2N2,-0.601
Zr2Br4,-0.82
Zr2CO2,-0.256
Zr2Cl2,-0.067
Zr2Cl2N2,-1.766
Zr2Cl4,-0.726
Zr2Ge2Te8,-0.16
Zr2I2N2,-0.2795
Zr2I4,-0.939
Zr2O6,-1.787
Zr2P2S6,-0.397
Zr2P2Se6,-0.294
Zr2S2,-0.024
Zr2S6,-0.309
Zr2Se2,-1.1385
Zr2Se6,-0.182
Zr2Te10,-0.047
Zr2Te2,-18.094
Zr3C2F2S2,-0.27
Zr3C2O2,-1.673
Zr3F2N2O2,-1.297
Zr3N2O2,-0.38
ZrBr2,-0.411
ZrBrCl,-0.435
ZrBrI,-0.415
ZrCl2,-0.432
ZrClI,-0.485
ZrH2O6P2,-1.457
ZrI2,-0.334
ZrO2,-2.147666666666667
ZrS2,-0.9443333333333334
ZrSSe,-0.394
ZrSTe,-0.645
ZrSe2,-0.49466666666666664
ZrSeTe,-0.738
ZrTe2,-1.7800000000000002
