Formula,"Conduction band effective mass, direction 2"
Zn2H4O8Se2,2.863
Zn2H8N4Te2,1.268
Zn2I2,0.235
Zn2O6Si2,0.521
Zn2P2S6,0.254
Zn2P2Se6,0.156
Zn2P2Te6,0.453
Zn2S2,0.201
Zn2S4,3.399
Zn2Se2,0.188
Zn2Se4,1.376
Zn2Te2,0.09
Zn2Te4,0.922
Zn4Cl4O4,1.532
ZnBr2,0.8106666666666666
ZnC4N6,5.679
ZnCl2,0.465
ZnF2,0.634
ZnH2O2,0.519
ZnI2,1.195
Zr2Br2,0.142
Zr2Br2N2,0.4495
Zr2Br4,4.146
Zr2CO2,2.667
Zr2Cl2,0.073
Zr2Cl2N2,0.4585
Zr2Cl4,5.519
Zr2Ge2Te8,1.411
Zr2I2N2,0.4475
Zr2I4,1.694
Zr2O6,1.167
Zr2P2S6,1.405
Zr2P2Se6,1.006
Zr2S2,0.076
Zr2S6,1.204
Zr2Se2,0.402
Zr2Se6,4.233
Zr2Te10,0.055
Zr2Te2,0.26066666666666666
Zr3C2F2S2,0.88
Zr3C2O2,0.665
Zr3F2N2O2,2.002
Zr3N2O2,2.552
ZrBr2,1.178
ZrBrCl,1.221
ZrBrI,1.196
ZrCl2,1.343
ZrClI,1.123
ZrH2O6P2,0.802
ZrI2,0.996
ZrO2,1.524
ZrS2,1.984
ZrSSe,2.018
ZrSTe,3.114
ZrSe2,1.3626666666666667
ZrSeTe,1.266
ZrTe2,1.202
