formula,plasmafrequency_x,plasmafrequency_y,cbm_gw,cbm,cbm_hse,gap_dir_gw,gap_dir_nosoc,gap_dir,E_B,gap_gw,gap_hse,gap_nosoc,vbm_gw,vbm,evac,energy,cell_area,thermodynamic_stability_level,gap,vbm_hse,gap_dir_hse,vbm_hse - evac,cbm_hse - evac
Tc2O1Te3,5.88127183333333,6.44159394444444,-0.151856902777778,-0.946808571428572,-0.67691498582997,2.08831944444444,1.00647056666667,0.964858333333333,0.917052222222222,1.74983,1.26387083333333,0.704452416666666,-1.576376,-1.72725666666667,3.6571449047619,-36.9413072647136,22.2473105,3,0.7105072857142858,-2.121354166666668,1.4067283333333327,-5.778499071428568,-4.3340598905918695
Re2O1Se3,5.75925844444445,7.44978577777778,0.152432625,-0.891101428571428,-0.748612437124369,2.58808388888889,1.14130036666667,1.06830333333333,0.939789999999999,2.45151,1.32068055555556,0.997101,-1.91862533333333,-1.95593611111111,3.48728280952381,-34.789387324218,17.3279991666667,3,0.7895104285714278,-2.2747966666666657,1.5618150000000002,-5.7620794761904754,-4.235895246648179
Re2S3Se1,6.08651416666667,6.94955655555556,0.164783430555555,-0.831352857142858,-0.552160715977617,2.40505277777778,0.9289325,0.922188333333334,0.807694444444444,2.23702,1.1788975,0.889016833333334,-2.133842,-1.62698388888889,3.84896985714286,-33.6898724399652,21.3511521666667,3,0.7428636666666669,-1.8676766666666669,1.190414166666666,-5.716646523809527,-4.4011305731204775
Fe2S1Se3,4.97762066666667,6.35298727777778,-0.679862000000001,-1.3807980952381,-1.13088236868227,2.89334722222222,1.07641486666667,1.22772733333333,0.911193333333334,2.32729,1.49318666666667,0.862133333333333,-3.41588,-2.52289277777778,3.22707719047619,-27.8065172066118,21.6540445,3,0.8971546666666659,-2.8145191666666665,1.8136950000000007,-6.041596357142856,-4.35795955915846
FeSSe,6.09444427777778,5.953613,-0.654538402777778,-1.41619523809524,-0.997505553716813,3.68177111111111,1.32743046666667,1.188422,0.93644,2.94813666666667,1.99250333333333,1.15144383333333,-3.982206,-3.06946333333333,2.66008595238095,-3.71430182618877,11.830201,3,1.1712006190476194,-3.3745925000000003,2.0410933333333343,-6.03467845238095,-3.6575915060977633
FeSTe,6.1923505,5.63974588888889,-0.696049597222222,-1.19066380952381,-1.13337994221782,3.30279888888889,1.19904573333333,1.01987316666667,0.719936111111111,2.94249,1.84242555555556,1.087372,-3.69361733333333,-2.63773833333333,2.63899323809524,-5.63623976821325,13.1785853333333,3,1.0735320000000002,-3.119715833333334,1.966990000000001,-5.758709071428575,-3.77237318031306
Fe2S3Te1,4.65965161111111,6.17825038888889,-0.746906916666667,-1.40458761904762,-1.13661880603382,2.91393388888889,1.25734253333333,1.38035166666667,0.966379444444444,2.43699666666667,1.98695555555556,1.10036516666667,-3.47788666666666,-2.80748055555555,3.18314619047619,-25.1282212430947,20.1919578333333,3,1.1022661428571432,-3.0441608333333336,2.0525208333333342,-6.227307023809524,-4.31976499651001
Co2S1Se3,5.98117122222222,6.72481022222222,-0.763530083333333,-1.4995930952381,-1.31735733369828,2.89475222222222,1.34213753333333,1.41149,0.959795,2.40330666666667,1.67505833333333,1.06660166666667,-3.448292,-2.489185,3.0478530952381,-26.1802083507985,22.0620703333333,3,1.0841844761904758,-2.925391874999999,1.9169808333333345,-5.973244970238099,-4.36521042893638
CoSSe,7.14055872222222,6.08949933333333,-0.697098791666667,-1.66138,-1.00596014377755,3.71447055555555,1.53778113333333,1.471027,0.998216666666666,3.27349666666667,1.99425277777778,1.2952955,-3.968546,-3.056055,2.50086290476191,-1.99816847259304,12.207962,3,1.2879481904761898,-3.2350949999999985,2.2012333333333336,-5.735957904761909,-3.5068230485394603
Co2Se3Te1,6.05246016666667,7.22179977777778,-0.712512902777778,-1.36841166666667,-1.32452788779852,2.78214055555556,1.23237066666667,1.05878333333333,0.875716666666667,2.16551666666667,1.63492055555556,1.01334733333333,-3.09904866666667,-2.37981222222222,3.08956409523809,-18.7513049674245,24.8185281666667,3,0.99992019047619,-2.8053425,1.85422,-5.894906595238091,-4.41409198303661
Mn2S1Se1Te2,5.08433044444444,6.22813772222222,-0.407933847222222,-0.956995714285714,-0.922231074361692,2.54751277777778,1.028159,0.699306,0.576408888888889,2.09399666666667,1.10514861111111,0.994124,-3.224784,-1.91412777777778,3.48729033333333,-35.1082694494009,19.4031931666667,3,0.8087533333333333,-2.336126666666668,1.299582916666666,-5.823416999999997,-4.409521407695022
Co2S1Se1Te2,6.88159861111111,7.21416516666667,-0.743490222222222,-1.13289071428572,-1.12377651034379,2.73148777777778,1.05054403333333,0.974128333333333,0.678591111111111,2.08334,1.48274111111111,0.884615833333333,-2.98816533333333,-2.10083333333333,3.291405,-28.8557691164096,18.5395905,3,0.8493462857142856,-2.5145352083333337,1.6646325,-5.805940208333334,-4.41518151034379
Nb2S5,6.19286761111111,7.3502125,-0.235087569444444,-0.852858095238096,-0.709387032965558,2.79660722222222,1.46160033333333,1.44762666666667,0.99354,2.70614,2.02849944444444,1.30715333333333,-2.457158,-2.03702055555556,3.48643742857143,-45.2838411699531,27.994715,3,1.3032973333333335,-2.206151666666666,1.9742854166666663,-5.692589095238096,-4.195824461536988
Ta2S5,6.44333188888889,8.02933433333333,-0.100586388888889,-0.719043809523811,-0.26806822788533,2.87075666666667,1.4270665,1.60401866666667,0.921583333333333,2.73370666666667,1.93693055555556,1.3868125,-2.43769866666667,-1.77970888888889,3.74196666666667,-41.2282684907832,26.88669,3,1.257458523809523,-1.9101570833333328,1.903760833333333,-5.652123750000003,-4.010034894552
Cr2S5,4.65709922222222,5.76055477777778,-0.335486944444444,-1.31237142857143,-1.1421641613191,2.90616944444444,1.5155972,1.36524833333333,0.983963333333333,2.64089,2.15068055555556,1.44589166666667,-3.213618,-2.66708388888889,3.24736523809524,-36.1063330035952,25.4209,3,1.5394420952380954,-3.129073749999999,2.420198333333334,-6.376438988095239,-4.389529399414339
Rh2S5,4.73253905555555,6.14562661111111,-0.827986416666666,-1.58771142857143,-1.09086995858269,2.63577388888889,1.54984166666667,1.16811333333333,0.976843333333333,2.50421333333333,1.72645166666667,1.13768291666667,-3.32771333333333,-2.63847,3.09468238095238,-22.475750254908,25.487195,3,1.0945479047619049,-3.0665758333333337,1.771086666666666,-6.161258214285714,-4.18555233953507
V2S1Se4,6.04900244444444,6.41651016666666,-0.238476333333333,-0.878640952380952,-0.352989035063757,2.80764611111111,1.19042166666667,1.39925666666667,0.844635,2.25434,1.416205,1.12882833333333,-2.66066466666667,-2.06969722222222,3.42018523809524,-40.9854604519021,26.07689,3,1.0919133333333333,-2.215671041666667,1.950653333333333,-5.6358562797619065,-3.773174273158997
V2S2Se3,6.04508577777778,6.36201016666667,-0.320277138888889,-0.935886190476191,-0.309874522379838,2.79875444444444,1.25273066666667,1.40621666666667,0.869591666666667,2.30773,1.57481444444444,1.22202666666667,-2.78682466666666,-2.12298666666667,3.40083152380952,-39.4452884027419,25.62304,3,1.1704354285714285,-2.250959375000001,2.1452375,-5.651790898809521,-3.7107060461893577
V2S3Se2,6.02464522222222,6.27420833333333,-0.388684013888889,-0.997904285714286,-0.318638863656008,2.86684222222222,1.39622233333333,1.54858166666667,0.991751666666667,2.67033,2.14041611111111,1.295525,-3.023482,-2.41953888888889,3.31847695238095,-38.5032139256574,25.81027,3,1.4429905714285716,-2.5328318750000003,2.4861366666666656,-5.851308827380951,-3.637115816036958
V2S3Te2,5.93426311111111,5.96074022222222,-0.279222708333333,-0.970351904761906,-0.690399612581219,2.64226722222222,1.219002,1.28212166666667,0.845814444444445,2.28811333333333,1.87309888888889,1.15961583333333,-2.47730466666667,-2.36308222222222,3.20245342857143,-37.8446945752354,27.202915,3,1.1147114761904755,-2.438879791666666,1.9486433333333333,-5.641333220238096,-3.892853041152649
V2S4Te1,6.10710083333333,5.96015933333333,-0.373721305555555,-1.02216904761905,-0.570022214998356,2.60884722222222,1.29097566666667,1.28184833333333,0.929129999999999,2.31162333333333,2.12798333333333,1.376725,-2.875722,-2.44445333333333,3.17619590476191,-36.8580210080517,26.77482,3,1.2815175238095229,-2.6410218750000003,2.149239166666667,-5.817217779761911,-3.7462181197602655
Cr2S3Se2,4.69073744444445,5.70809922222222,-0.269704277777778,-1.24322523809524,-0.854504491077102,2.69648388888889,1.31273926666667,1.17167333333333,0.943023333333333,2.61558,1.81701111111111,1.215165,-3.076222,-2.59115666666667,3.31409714285714,-38.2887782191331,24.489065,3,1.1762441904761904,-3.0276683333333336,2.340261666666668,-6.341765476190474,-4.168601633934243
Cr2S4Se1,4.70034988888889,5.74570811111111,-0.295559486111111,-1.2433919047619,-0.846612748498271,2.82090555555555,1.34966153333333,1.346155,0.955981666666666,2.64948,2.02323777777778,1.23871,-3.099772,-2.66197888888889,3.30531476190477,-36.5734459967175,24.016395,3,1.3192560952380958,-3.080294583333333,2.382921666666668,-6.385609345238104,-4.151927510403041
Cr2S4Te1,4.81493322222222,5.46343,-0.202599805555556,-1.25171952380952,-1.03493282347493,2.50464555555555,1.2409101,1.21014833333333,0.839976666666666,2.33883333333333,1.85074222222222,1.20231166666667,-2.94585533333333,-2.66340944444445,3.17546380952381,-36.6050925693779,26.548095,3,1.107801142857143,-2.909567083333336,2.077434166666668,-6.085030892857146,-4.21039663299874
Mo2O1Te4,5.43390816666667,6.70720027777778,0.457864986111111,-0.89778,-0.724839239018579,1.95770833333333,1.06205733333333,1.10019166666667,0.923971666666666,1.69985,1.40700888888889,0.825485416666666,-1.094744,-1.80519611111111,3.63183419047619,-43.6519603531517,27.98759,3,0.8115049047619042,-2.1135820833333336,1.4824566666666668,-5.745416273809523,-4.356673429494769
Mo2O2Te3,5.57011894444444,7.33591511111111,0.275353513888889,-1.03118666666667,-0.528280159439021,2.25912833333333,1.17295333333333,1.19117666666667,0.966751666666667,1.85674,1.46121111111111,1.064876,-1.349788,-2.10477611111111,3.68544428571429,-46.7952426692663,25.912935,3,0.8862866666666659,-2.2626137500000016,1.7313749999999992,-5.948058035714292,-4.213724445153311
W2O2Se3,5.52316244444444,8.26658638888888,0.833433013888889,-1.10950857142857,-0.516109124422345,3.04362611111111,1.34409233333333,1.505305,0.972471666666666,2.52353333333333,1.77026277777778,1.44755166666667,-1.92937466666667,-2.35650666666667,3.53307952380952,-43.7101203898617,20.66027,3,1.215074761904762,-2.3611629166666663,2.1492316666666667,-5.894242440476186,-4.0491886482318655
W2O2Te3,5.81444555555555,7.83796166666666,0.982816430555556,-0.593123571428571,-0.0578416511660426,2.35533833333333,1.259369,1.016925,0.848368333333334,1.95584,1.61940611111111,1.1482975,-1.12188933333333,-1.67059777777778,3.87452476190476,-44.2305556439995,25.870635,3,0.9486492857142848,-1.8166987500000007,1.5503599999999995,-5.69122351190476,-3.9323664130708025
Tc2O1Te4,4.38836655555555,6.253427,-0.221371555555555,-1.30543047619048,-0.783662743393423,2.10575444444444,1.03335666666667,1.01753,0.870627222222222,1.74484,1.315435,0.750629083333333,-1.385926,-1.96494388888889,3.61455504761904,-41.5048779730733,25.691755,3,0.758890714285715,-2.259030416666668,1.4273441666666662,-5.873585464285708,-4.398217791012463
Tc2O2Te3,4.334985,6.58674511111111,-0.476997847222222,-1.36759523809524,-0.79853502993038,2.33397611111111,1.13745166666667,1.00668666666667,0.88665,1.83805,1.44840888888889,0.937955166666666,-1.760746,-2.29048055555555,3.60981571428571,-44.1979010753181,22.919805,3,0.8649299999999992,-2.583116250000003,1.6710883333333335,-6.192931964285712,-4.40835074421609
Fe2S2Se3,4.42535311111111,6.10148616666667,-0.667735041666667,-1.53787047619048,-0.891372790197652,2.88355944444444,1.22341886666667,1.12935966666667,0.945803333333333,2.49918,1.744285,0.964582916666667,-3.23889733333333,-2.756245,3.28369571428572,-31.9572567975072,22.363605,3,1.0255848571428563,-2.9492075000000004,2.1074058333333348,-6.23290321428572,-4.175068504483372
Fe2S4Te1,4.18473416666667,5.78197911111111,-0.732695555555555,-1.52004904761905,-0.80900999267677,2.89387,1.3726146,1.45182,0.96873,2.68166,2.15788722222222,1.208436,-3.39521733333333,-3.02882944444444,3.03530619047619,-29.8988758744484,23.85224,3,1.2280409047619048,-3.2294245833333344,2.3261908333333343,-6.264730773809525,-3.84431618315296
Os2O2Te3,4.38498555555555,7.06298611111111,-0.626381388888889,-1.31012,-0.688229329074945,2.367175,1.11805073333333,1.11049333333333,0.694657777777778,2.13723,1.433765,1.07821041666667,-1.80793733333333,-1.90861444444445,3.65523761904762,-38.723801455998,24.1111066666667,3,0.8897007142857134,-2.13691875,1.444874166666667,-5.792156369047619,-4.343466948122565
Co2S1Se4,5.28842383333333,6.97745416666667,-0.686646333333333,-1.50856952380952,-1.21983546545096,2.89744111111111,1.3636676,1.46625666666667,0.934376111111111,2.37470666666667,1.683765,1.06021708333333,-3.24657,-2.57774722222222,3.16332071428572,-31.3414760760676,24.63856,3,1.1224587619047617,-2.9291825000000005,1.971331666666668,-6.0925032142857205,-4.38315617973668
Co2S2Se3,5.34299394444444,6.86799605555555,-0.718898152777778,-1.55966619047619,-1.06624410268096,2.94748777777778,1.46598226666667,1.58811,0.983728333333333,2.53059666666667,1.84618444444445,1.15014875,-3.382784,-2.66816333333333,3.16316333333334,-29.7235597649327,23.80632,3,1.2163510952380954,-2.9711825000000016,2.128174166666668,-6.134345833333342,-4.2294074360143
Co2S3Te2,5.0851,6.77157116666667,-0.676553569444444,-1.49231642857143,-1.43871533816627,2.88996277777778,1.45485633333333,1.276805,0.952668333333333,2.39308666666667,1.88192722222222,1.19214416666667,-3.30793266666666,-2.85239055555555,2.90691904761905,-29.2991756343955,27.47997,3,1.2104218571428575,-3.0674400000000004,2.1230625000000014,-5.97435904761905,-4.34563438578532
Rh2O1Te4,5.63206127777778,6.76740877777778,-0.700870263888889,-1.53075571428571,-1.00616266262029,2.172115,1.17771973333333,0.957831666666667,0.908561111111111,1.94185,1.56659055555556,0.887140416666666,-2.57805466666667,-2.43633,3.32336619047619,-25.7742990569763,27.3191216666667,3,0.9131722857142852,-2.886872499999999,1.7457158333333336,-6.210238690476189,-4.32952885309648
Rh2S4Se1,4.76903283333333,6.09500605555555,-0.781949236111111,-1.52624952380952,-1.11898609543764,2.60912222222222,1.50311066666667,1.21023333333333,0.946303333333333,2.43107333333333,1.71434555555556,1.0282125,-3.25724133333333,-2.60569444444444,3.11499904761905,-21.9440622500577,25.16751,3,0.9873847619047612,-3.0572370833333338,1.6870299999999991,-6.172236130952384,-4.233985143056691
Rh2S1Te4,5.64064888888889,6.83811733333334,-0.231437180555556,-1.24438619047619,-0.942079803741883,1.91064944444444,1.01075193333333,0.761151666666667,0.69358,1.46136,1.32357555555555,0.798871666666667,-2.06016533333334,-1.94610944444444,3.40760361904762,-25.307657804825,31.8594428333333,3,0.737580238095238,-2.579210416666667,1.3778091666666672,-5.986814035714287,-4.349683422789504
Ir2O1Se4,4.58301955555555,6.87385677777777,-1.14295184722222,-1.65633,-1.14749148431679,2.49367722222222,1.18839933333333,1.18906166666667,0.897472777777778,2.17114666666667,1.57182333333333,0.99831125,-2.656928,-2.61414388888889,3.09608547619047,-29.9618796765332,23.40747,3,0.920131428571428,-2.76327875,1.816921666666667,-5.85936422619047,-4.24357696050726
Ir2O1Te4,5.31934661111111,7.10287416666666,-0.874432055555555,-1.362805,-0.840515525713687,2.22119111111111,1.14563473333333,1.04286,0.764859444444444,1.99869,1.40568611111111,0.8886525,-1.831366,-2.05788111111111,3.37414457142857,-30.2952152535404,26.7412916666667,3,0.8685664285714284,-2.2685858333333337,1.4225816666666669,-5.642730404761904,-4.214660097142257
Ir2O2Te3,5.64897572222222,7.17091744444444,-1.32135919444444,-1.57473095238095,-0.910257481829308,2.29813,1.25704573333333,1.13568,0.785305,1.99638,1.51011944444444,1.08275708333333,-2.366852,-2.32273277777778,3.375676,-32.8426951363163,25.3897166666667,3,0.969427952380952,-2.6207033333333327,1.638449166666667,-5.996379333333333,-4.285933481829308
Ir2S3Se2,4.72162516666667,6.95591466666666,-0.849710319444444,-1.35607142857143,-1.00384913274306,2.55361222222222,1.2442605,1.14926533333333,0.82871,2.32112333333333,1.57527,1.05341333333333,-2.62342,-2.14895444444444,3.3473419047619,-32.4133753000235,27.23429,3,0.9546854761904756,-2.435975833333334,1.6836599999999993,-5.783317738095234,-4.35119103750496
Ir2S4Te1,4.81126466666666,6.62124133333333,-0.888811611111111,-1.37453690476191,-1.01762377231078,2.50933555555556,1.25592816666667,1.06314166666667,0.85488,2.32373333333333,1.77668111111111,1.15263666666667,-2.492694,-2.25133888888889,3.15223419047619,-31.5819732969767,28.08043,3,1.0419469047619043,-2.485899583333333,1.8220491666666667,-5.638133773809523,-4.16985796278697
V2O1Se1Te3,6.00011911111111,6.55115811111111,-0.178155541666667,-0.936024761904762,-0.730242818980797,2.39192444444445,1.256509,1.23234333333333,0.99631,1.55731,1.58539166666667,1.23038458333333,-2.22787933333333,-2.04344388888889,3.347906,-40.6583385293649,23.7260683333333,3,1.0224004761904766,-2.474174166666668,1.6639575000000004,-5.822080166666668,-4.078148818980797
V2S2Se1Te2,6.28553655555555,6.45168544444444,-0.179257375,-0.745979523809525,-0.624773396194707,2.43759166666667,1.18228486666667,1.01669966666667,0.671861666666667,1.88673,1.49122416666667,1.09260175,-2.117044,-1.89211722222222,3.5059,-41.2048588905765,19.5716533333333,3,0.9787543809523808,-2.242598125,1.64407125,-5.748498125,-4.130673396194707
V2S2Se2Te1,6.34099811111111,6.62033944444444,-0.232485625,-0.80915761904762,-0.639084440238715,2.33134833333333,1.20789933333333,1.01837666666667,0.750023333333334,1.94738,1.54648972222222,1.17027425,-2.360388,-1.98984111111111,3.57501447619048,-42.0310319441867,18.7484383333333,3,1.020200666666666,-2.342491458333334,1.810947083333333,-5.917505934523813,-4.214098916429195
V2S3Se1Te1,5.99666972222222,6.04422288888889,-0.291470027777778,-0.967732857142858,-0.639675795558071,2.63497222222222,1.25661233333333,1.30201833333333,0.924696666666666,2.34656333333333,2.08079055555555,1.21287833333333,-2.770254,-2.36770555555556,3.20891285714286,-38.1479897880719,27.510125,3,1.149851333333333,-2.572130625,2.0760875,-5.781043482142859,-3.848588652700931
Nb2O1Se3Te1,6.39553644444444,7.81168377777778,0.101284680555556,-0.957940952380951,-1.13960697802362,2.38176277777778,1.406185,1.34147,0.99873,1.9311,1.69373277777778,1.227595,-1.484594,-2.31231,3.05042780952381,-50.3855147494536,22.842205,3,1.1819518095238093,-2.675915416666668,1.7796508333333332,-5.726343226190478,-4.190034787547431
Ta2O1S1Se3,6.54006388888889,8.24142138888889,0.178099805555556,-0.762261428571429,-0.611497663802803,2.92915333333333,1.54374933333333,1.61157666666667,0.996133333333333,2.26993,1.80040777777778,1.36105666666667,-1.871198,-2.20193222222222,3.37464238095238,-47.6257766825163,20.9393,3,1.2842680952380954,-2.37575,2.066189166666667,-5.7503923809523805,-3.986140044755183
Ta2O2Se1Te2,7.62559561111111,8.89921555555555,0.499904291666667,-0.248625238095238,-0.171975572635079,2.47226833333333,1.87998126666667,1.75435833333333,0.929006666666666,1.8214,1.94507555555556,1.73471416666667,-1.24651,-1.65743,4.24167757142857,-48.6988813791156,16.897435,3,1.5679588095238088,-2.015087916666664,2.142879166666667,-6.256765488095235,-4.413653144063649
Ta2O2Se2Te1,7.4379445,9.00853888888888,0.408553444444444,-0.34337,-0.17138755773978,2.73029277777777,1.95121933333333,1.65653166666667,0.956841666666666,1.97933,2.12758722222222,1.75648166666667,-1.40705933333333,-1.829885,4.20297742857143,-49.4628005342357,16.574075,3,1.655548809523809,-2.3065266666666657,2.373551666666668,-6.509504095238095,-4.3743649863112095
Ta2S2Se2Te1,7.43148561111111,8.61760622222222,0.34277125,-0.433786190476191,-0.199048061373743,2.10531611111111,1.10397,1.14183633333333,0.660953333333333,1.70038,1.39490166666667,1.124415,-1.317982,-1.28644722222222,4.16936304761905,-42.4319775557704,18.9349343333333,3,0.8656418095238106,-1.7451233333333342,1.6296300000000008,-5.914486380952384,-4.368411108992793
Cr2O1Se1Te3,4.9856925,6.61897888888889,-0.180128222222222,-1.27422952380952,-0.657284703121888,2.43927333333333,1.091981,0.947445,0.995117777777777,2.15637,1.39210333333333,0.967616666666667,-2.57069466666667,-2.26636111111111,3.38054095238095,-41.1939470466854,25.6224533333333,3,0.879171428571429,-2.727528333333333,1.6455025000000003,-6.108069285714283,-4.037825655502838
Mo2O1S1Te3,5.4882995,6.88328583333333,0.298338208333333,-0.947416190476191,-0.699563688956055,2.078605,1.0909332,1.12342166666667,0.899476111111111,1.8864,1.35105444444444,0.9374525,-1.244822,-1.92134888888889,3.65637942857143,-47.4073262081318,25.6369916666667,3,0.845791666666666,-2.2652608333333344,1.60461,-5.921640261904765,-4.355943117527485
Mo2O1Se1Te3,5.28225038888889,6.74431305555556,0.388270361111111,-0.929140476190476,-0.710687587070862,2.03377333333333,1.071571,1.12246,0.923113333333333,1.85533,1.366115,0.8763825,-1.157816,-1.90854944444444,3.62928419047619,-45.5559427418349,27.0218483333333,3,0.8305092857142848,-2.194438333333334,1.5038666666666665,-5.823722523809524,-4.339971777547052
Mo2O1Se3Te1,4.85228311111111,6.6211275,0.277230611111111,-1.14056238095238,-1.12036064697959,2.29757611111111,1.104976,1.16489,0.931931666666666,2.16174,1.45203777777778,0.971055833333333,-1.493216,-2.32094277777778,3.27328466666666,-47.3138200134877,24.35183,3,0.8681889523809522,-2.587892083333333,1.7465533333333332,-5.861176749999993,-4.39364531364625
W2O1S1Se3,5.24506677777778,7.67296133333333,0.948385597222222,-0.923870476190477,-0.16809676127909,2.81522777777778,1.28849433333333,1.29052333333333,0.996169444444443,2.61494333333333,1.61845277777778,1.24679666666667,-1.636582,-2.09833833333333,3.54406952380952,-45.0854868940569,21.743865,3,1.0509390476190472,-2.149201666666667,2.001821666666668,-5.693271190476187,-3.7121662850886095
W2O1S3Te1,5.16405411111111,8.19785833333333,0.825896805555555,-1.07038285714286,-0.230641750730418,2.74468666666666,1.38735566666667,1.36537166666667,0.972093333333332,2.60349666666667,1.97662,1.33243916666667,-1.76373133333333,-2.38416388888889,3.32890476190476,-47.8654007210481,23.200815,3,1.1669333333333336,-2.3315295833333347,2.09047,-5.660434345238095,-3.559546512635178
Mn2O2Se1Te2,4.60171805555556,6.39304277777778,-0.919269819444445,-1.54788476190476,-1.01430397561102,3.75711222222222,1.49094983333333,1.10193333333333,0.995755,3.15454666666667,1.90353888888889,1.46357083333333,-4.17656066666667,-2.97362055555555,3.40437857142857,-43.0686903303035,16.21127,3,1.20111,-3.4226279166666647,2.3375200000000005,-6.827006488095234,-4.41868254703959
Tc2O1Se1Te3,4.08247394444444,6.28717666666667,-0.342427777777778,-1.30595380952381,-0.781696163392506,2.10088944444444,1.02410466666667,1.035445,0.867102222222222,1.83813,1.34856416666667,0.772351666666667,-1.435042,-2.00869,3.56628285714285,-43.0355001427088,24.200415,3,0.7362126190476194,-2.317454166666669,1.4689416666666666,-5.88373702380952,-4.347979020535356
Tc2O1Se3Te1,3.87188561111111,6.41857166666667,-0.441412375,-1.47768333333333,-1.03985771941753,2.33482388888889,1.05081,0.937916666666667,0.934303888888888,2.08954,1.430785,0.820471666666667,-1.865324,-2.49021611111111,3.33411809523809,-44.5755327098394,21.03,3,0.7876133333333327,-2.631558333333335,1.7099625000000005,-5.965676428571426,-4.37397581465562
Fe2S1Se3Te1,4.57609,6.45080777777777,-0.586677416666667,-1.40973523809524,-1.13958413607133,2.5619,1.03869926666667,0.93522,0.770345,2.2128,1.51778611111111,0.7474535,-2.97636933333333,-2.50910666666666,3.26590576190476,-33.9284039678227,26.76585,3,0.7925630476190477,-2.809131666666666,1.8755533333333352,-6.0750374285714255,-4.405489897976089
